"","game_id","team_1","team_2","win_1","win_2","total_active_stars","cum_final_score","total_views"
"1130",21601131,"DAL","MEM",41.89,54.67,1,189,3138
"1131",21601132,"NOP","SAC",42.67,38.67,2,206,4878
"1132",21601133,"MIA","NYK",49.33,37.33,0,192,10333
"1133",21601134,"UTA","WAS",61.33,61.33,2,183,9925
"1134",21601135,"SAS","OKC",77.03,58.11,2,195,29918
"1136",21601137,"LAC","LAL",59.74,28,1,219,13781
"1137",21601138,"ATL","CHI",52,48,1,210,16209
"1138",21601139,"BKN","ORL",21.33,35.53,0,232,7717
"1139",21601140,"MIN","SAC",40.54,38.16,0,240,9760
"1140",21601141,"PHX","POR",28.95,49.33,0,247,8759
"1141",21601142,"OKC","CHA",57.33,46.05,2,214,18937
"1144",21601145,"BOS","NYK",64.47,38.16,1,204,17959
"1145",21601146,"NOP","CHI",43.42,48.68,3,227,9681
"1146",21601147,"PHI","TOR",36.84,60.53,1,218,4922
"1148",21601149,"DEN","MIA",46.67,48.68,0,229,9861
"1150",21601151,"SAS","UTA",77.33,61.84,2,212,17454
"1151",21601152,"GSW","WAS",81.58,60.53,4,254,25415
"1152",21601153,"HOU","PHX",67.11,28.57,0,239,9775
"1153",21600940,"MIN","POR",40,50,0,219,16527
"1154",21601154,"BKN","PHI",23.38,36.36,0,259,6193
"1155",21601155,"WAS","CHA",59.74,46.75,2,229,6874
"1156",21601156,"CLE","ORL",64.47,35.06,3,224,18511
"1159",21601159,"MIL","OKC",51.95,56.58,2,189,15652
"1160",21601160,"CHI","NYK",49.35,37.66,2,191,8756
"1161",21601161,"SAS","MEM",77.63,54.55,2,184,16097
"1162",21601162,"GSW","MIN",81.82,40.79,3,228,23792
"1163",21601163,"DAL","SAC",42.11,38.96,0,185,3964
"1164",21601164,"POR","UTA",49.35,61.04,1,193,5521
"1165",21601165,"MIA","CHA",48.05,46.15,1,211,9183
"1166",21601166,"TOR","DET",60.26,45.45,2,207,10095
"1167",21601167,"OKC","MEM",57.14,53.85,2,203,18141
"1168",21601168,"DEN","HOU",48.05,67.53,1,214,9611
"1169",21601169,"BOS","CLE",64.94,64.94,4,205,32003
"1170",21601170,"LAL","SAS",28.57,77.92,1,197,14455
"1171",21601171,"GSW","PHX",82.05,28.21,3,231,24861
"1172",21601172,"DAL","LAC",41.56,60.26,1,213,7353
"1173",21601173,"CHI","PHI",48.72,35.9,1,192,8207
"1175",21601175,"MIL","IND",51.28,48.72,2,193,9587
"1176",21601176,"NYK","WAS",38.46,60.26,2,209,10660
"1177",21601177,"ATL","BOS",50.65,64.1,2,239,15080
"1178",21601178,"MIN","POR",40.26,48.72,0,203,11324
"1179",21601179,"ATL","CLE",51.28,65.38,3,214,24752
"1180",21601180,"MIA","TOR",48.72,60.76,2,190,15349
"1181",21601181,"NYK","MEM",37.97,53.16,2,189,4844
"1182",21601182,"HOU","DET",67.95,44.87,1,223,10359
"1183",21601183,"DAL","SAS",41.03,76.92,1,191,9287
"1184",21601184,"NOP","DEN",42.31,47.44,2,228,4993
"1185",21601185,"MIN","UTA",39.74,61.54,1,233,8651
"1186",21601186,"PHX","OKC",27.85,57.69,1,219,18190
"1187",21601187,"LAL","SAC",29.49,39.74,0,192,10152
"1188",21601188,"CHI","BKN",49.37,24.05,1,213,17173
"1190",21601190,"ORL","IND",35.44,49.37,1,239,6374
"1191",21601191,"MIL","PHI",50.63,35.44,1,172,7023
"1193",21601193,"LAC","SAS",60.76,77.22,2,185,18142
"1194",21601194,"POR","UTA",49.37,62.03,1,187,11391
"1195",21601195,"NOP","GSW",41.77,82.28,6,224,26725
"1196",21601196,"NYK","TOR",37.5,61.25,3,207,13009
"1197",21601197,"ATL","CLE",51.9,64.56,4,251,39763
"1198",21601198,"DEN","OKC",48.1,56.96,1,211,38604
"1199",21601199,"DAL","PHX",40.51,28.75,0,235,4850
"1200",21601200,"HOU","SAC",67.09,39.24,1,263,7823
"1201",21601201,"MEM","DET",53.75,45.57,1,193,3640
"1202",21601202,"LAL","MIN",30.38,39.24,0,219,13714
"1203",21601203,"IND","PHI",50,35,1,231,8401
"1204",21601204,"BOS","BKN",63.75,25,1,219,9874
"1205",21601205,"CLE","MIA",63.75,48.75,3,245,34893
"1206",21601206,"CHI","ORL",48.75,35,1,197,6537
"1208",21601208,"WAS","DET",60,46.25,0,206,5372
"1209",21601209,"POR","SAS",50,76.25,1,197,17429
"1210",21601210,"HOU","LAC",67.5,61.25,2,221,11731
"1211",21601211,"GSW","UTA",82.5,61.25,5,204,25411
"1212",21601212,"ATL","CHA",52.5,44.44,2,179,6315
"1213",21601213,"MIN","OKC",38.75,57.5,1,198,16590
"1214",21601214,"DAL","DEN",40,47.5,0,200,6239
"1216",21601216,"PHX","SAC",29.63,38.75,0,233,3827
"1217",21601217,"ORL","DET",34.57,45.68,0,222,3723
"1218",21601218,"CLE","TOR",62.96,61.73,3,181,16987
"1219",21601219,"BOS","MIL",64.2,51.85,2,206,13090
"1220",21601220,"NYK","PHI",37.04,34.57,1,227,8064
"1221",21601221,"MIA","WAS",49.38,60.49,1,212,9356
"1222",21601222,"CHI","BKN",49.38,24.69,1,185,9886
"1223",21601223,"DAL","MEM",39.51,53.09,1,193,2955
"1224",21601224,"HOU","MIN",66.67,38.27,1,241,6123
"1226",21601226,"ATL","IND",53.09,50.62,1,190,8926
"1228",21601228,"LAC","SAC",61.73,39.51,1,210,5764
"1229",21601229,"GSW","LAL",81.48,32.1,4,203,20049
"1230",21601230,"NOP","POR",40.74,50.62,2,203,5069
"1231",21700001,"BOS","CLE",0,0,4,201,87412
"1233",21700003,"DET","CHA",0,0,2,192,13344
"1234",21700004,"BKN","IND",0,0,1,271,15894
"1235",21700005,"MIA","ORL",0,0,1,225,16481
"1236",21700006,"PHI","WAS",0,0,3,235,37819
"1238",21700008,"NOP","MEM",0,0,2,194,14389
"1239",21700009,"ATL","DAL",0,0,0,228,15582
"1240",21700010,"DEN","UTA",0,0,0,202,14353
"1242",21700012,"PHX","POR",0,0,1,200,13509
"1243",21700013,"HOU","SAC",100,0,1,205,26984
"1244",21700014,"CHI","TOR",0,0,2,217,36315
"1245",21700015,"NYK","OKC",0,0,3,189,69428
"1246",21700016,"LAC","LAL",0,0,0,200,59644
"1248",21700018,"IND","POR",100,100,2,210,10858
"1249",21700019,"BOS","PHI",0,0,3,194,44501
"1250",21700020,"WAS","DET",100,100,3,226,21300
"1251",21700021,"CLE","MIL",100,100,3,213,44508
"1252",21700022,"BKN","ORL",0,100,0,247,15211
"1253",21700023,"MIN","UTA",0,100,2,197,25978
"1255",21700025,"NOP","GSW",0,0,6,248,49468
"1256",21700026,"LAL","PHX",0,0,0,262,44171
"1257",21700027,"PHI","TOR",0,100,2,222,34471
"1258",21700028,"CLE","ORL",100,50,2,207,39410
"1259",21700029,"MIA","IND",0,50,2,220,10725
"1260",21700030,"NYK","DET",0,50,2,218,13612
"1261",21700031,"CHI","SAS",0,100,1,164,18261
"1262",21700032,"DAL","HOU",0,100,1,198,14285
"1263",21700033,"GSW","MEM",50,100,4,212,45104
"1264",21700034,"MIL","POR",50,100,2,223,22262
"1265",21700035,"DEN","SAC",0,50,0,175,7125
"1266",21700036,"OKC","UTA",100,50,2,183,31888
"1267",21700037,"LAC","PHX",100,0,0,218,15511
"1269",21700039,"MIN","OKC",50,50,4,228,66775
"1271",21700041,"PHI","DET",0,66.67,2,183,34687
"1272",21700042,"ATL","MIA",33.33,50,1,197,15668
"1273",21700043,"HOU","MEM",100,100,1,188,32916
"1274",21700044,"MIL","CHA",66.67,50,2,197,20379
"1275",21700045,"DAL","GSW",0,33.33,4,236,37471
"1276",21700046,"SAS","TOR",100,100,3,198,26687
"1277",21700047,"DEN","WAS",50,100,2,213,16257
"1278",21700048,"PHX","SAC",0,33.33,0,232,16574
"1279",21700049,"CLE","CHI",66.67,0,2,231,39489
"1280",21700050,"BKN","ORL",66.67,66.67,0,246,18089
"1281",21700051,"BOS","NYK",33.33,0,3,199,26053
"1282",21700052,"MIN","IND",66.67,33.33,3,237,19241
"1283",21700053,"NOP","POR",33.33,66.67,3,196,20122
"1284",21700054,"LAC","UTA",100,66.67,0,186,18941
"1285",21700055,"DEN","CHA",33.33,33.33,1,203,8911
"1287",21700057,"HOU","PHI",75,25,2,209,34057
"1289",21700059,"MIA","SAS",66.67,100,2,217,14171
"1290",21700060,"IND","OKC",50,33.33,3,210,23761
"1291",21700061,"DAL","MEM",0,100,0,197,9456
"1292",21700062,"PHX","UTA",25,50,0,185,9024
"1293",21700063,"GSW","TOR",50,66.67,6,229,34647
"1294",21700064,"LAL","WAS",33.33,100,2,201,39914
"1295",21700065,"ATL","CHI",25,0,0,177,16808
"1298",21700068,"LAC","POR",100,75,1,207,28464
"1299",21700069,"NOP","SAC",25,25,2,220,16022
"1300",21700070,"HOU","CHA",80,50,2,202,23936
"1301",21700071,"ORL","SAS",75,100,1,201,20302
"1302",21700072,"ATL","DEN",20,25,0,205,10507
"1303",21700073,"BKN","NYK",60,0,1,193,13735
"1304",21700074,"MIN","OKC",40,50,4,235,43436
"1305",21700075,"GSW","WAS",60,75,6,237,49605
"1306",21700076,"LAL","TOR",50,50,2,193,25157
"1307",21700077,"CLE","NOP",60,40,4,224,44665
"1308",21700078,"BOS","MIA",60,50,3,186,25019
"1309",21700079,"CHI","OKC",25,40,2,170,19645
"1310",21700080,"HOU","MEM",83.33,80,1,192,16976
"1311",21700081,"DAL","PHI",16.67,20,1,222,24630
"1312",21700082,"LAL","UTA",40,40,0,177,25707
"1314",21700084,"LAC","DET",100,60,1,182,16469
"1315",21700085,"ATL","MIL",16.67,60,1,223,23040
"1317",21700087,"DEN","BKN",40,50,0,235,10662
"1318",21700088,"ORL","CHA",80,40,1,233,11729
"1321",21700091,"GSW","DET",66.67,66.67,5,222,36033
"1323",21700093,"MIA","MIN",40,50,3,247,25269
"1324",21700094,"DEN","NYK",50,40,1,226,14021
"1325",21700095,"HOU","PHI",71.43,33.33,2,222,31460
"1326",21700096,"MEM","CHA",83.33,50,1,203,6064
"1327",21700097,"NOP","ORL",50,66.67,2,214,9255
"1328",21700098,"DAL","UTA",14.29,50,0,193,7253
"1330",21700100,"GSW","LAC",57.14,80,4,254,35991
"1331",21700101,"IND","SAC",50,16.67,1,184,14291
"1332",21700102,"BKN","PHX",42.86,33.33,0,236,17947
"1333",21700103,"MIL","OKC",66.67,50,3,201,32973
"1335",21700105,"MIL","CHA",57.14,57.14,2,247,15226
"1336",21700106,"CLE","IND",42.86,57.14,3,231,32640
"1338",21700108,"PHX","WAS",42.86,66.67,2,238,9631
"1340",21700110,"CHI","MIA",20,33.33,1,188,6958
"1341",21700111,"HOU","NYK",62.5,50,2,216,15558
"1342",21700112,"ORL","MEM",71.43,71.43,0,200,11299
"1345",21700115,"POR","UTA",57.14,57.14,1,215,13414
"1347",21700117,"GSW","SAS",62.5,57.14,5,204,63202
"1348",21700118,"LAL","POR",42.86,50,1,223,38906
"1351",21700121,"IND","PHI",62.5,50,2,231,25848
"1353",21700123,"ATL","HOU",12.5,66.67,1,223,8961
"1356",21700126,"SAS","CHA",50,62.5,2,209,11712
"1357",21700127,"DEN","MIA",50,42.86,1,189,9744
"1358",21700128,"TOR","UTA",57.14,62.5,2,209,8688
"1359",21700129,"BOS","OKC",75,57.14,4,195,45466
"1360",21700130,"LAL","BKN",37.5,37.5,0,236,26075
"1361",21700131,"LAC","MEM",71.43,62.5,0,217,18677
"1362",21700132,"SAC","DET",12.5,66.67,1,207,17377
"1363",21700133,"NOP","CHI",44.44,28.57,2,186,22054
"1364",21700134,"DAL","MIN",10,62.5,2,211,14194
"1365",21700135,"DEN","GSW",55.56,66.67,4,235,32494
"1366",21700136,"ATL","CLE",11.11,44.44,2,232,45369
"1367",21700137,"LAC","MIA",62.5,37.5,1,205,26935
"1368",21700138,"BOS","ORL",77.78,66.67,2,192,28552
"1369",21700139,"TOR","WAS",62.5,50,3,203,15385
"1370",21700140,"HOU","UTA",70,55.56,1,247,17033
"1371",21700141,"PHX","SAS",44.44,55.56,1,207,10640
"1372",21700142,"NYK","IND",50,55.56,2,209,13866
"1373",21700143,"MIN","CHA",66.67,55.56,3,206,10662
"1374",21700144,"POR","OKC",55.56,50,3,202,19018
"1375",21700145,"LAL","MEM",44.44,66.67,0,209,16479
"1376",21700146,"ATL","BOS",20,80,2,217,35365
"1377",21700147,"BKN","PHX",33.33,40,0,190,16223
"1378",21700148,"GSW","MIA",70,44.44,5,177,31003
"1379",21700149,"CLE","MIL",40,44.44,3,243,48917
"1380",21700150,"NOP","IND",50,50,3,229,14153
"1381",21700151,"DAL","WAS",9.09,55.56,2,212,7900
"1382",21700152,"NYK","CHA",55.56,50,2,231,18905
"1383",21700153,"CHI","TOR",25,55.56,2,233,8094
"1384",21700154,"LAC","SAS",55.56,60,1,227,16445
"1385",21700155,"DEN","BKN",50,40,0,216,4703
"1386",21700156,"PHI","UTA",55.56,50,0,201,19726
"1388",21700158,"SAC","OKC",11.11,44.44,2,180,19014
"1389",21700159,"IND","DET",45.45,70,2,211,13450
"1390",21700160,"NYK","ORL",60,60,0,211,19863
"1391",21700161,"BOS","LAL",81.82,50,1,203,39812
"1393",21700163,"GSW","MIN",72.73,70,5,226,36394
"1394",21700164,"LAL","WAS",45.45,50,2,206,30273
"1395",21700165,"NOP","TOR",54.55,60,4,240,19583
"1396",21700166,"CLE","HOU",45.45,72.73,3,230,52972
"1398",21700168,"DEN","OKC",54.55,40,2,196,23850
"1399",21700169,"ATL","DET",18.18,72.73,1,215,20074
"1400",21700170,"BOS","CHA",83.33,45.45,2,177,37337
"1401",21700171,"CHI","IND",22.22,41.67,1,192,8998
"1402",21700172,"LAC","OKC",50,36.36,2,231,32795
"1403",21700173,"MIL","SAS",40,63.64,2,181,24617
"1405",21700175,"MIA","UTA",45.45,45.45,1,158,7351
"1406",21700176,"BKN","POR",36.36,54.55,1,198,11633
"1407",21700177,"ATL","WAS",16.67,54.55,2,207,13924
"1408",21700178,"NOP","LAC",50,45.45,2,214,24445
"1409",21700179,"NYK","SAC",54.55,27.27,1,209,14133
"1410",21700180,"HOU","MEM",75,63.64,1,207,16051
"1411",21700181,"CLE","DAL",41.67,16.67,2,215,31022
"1412",21700182,"LAL","MIL",41.67,45.45,1,188,25637
"1413",21700183,"CHI","SAS",20,58.33,1,227,7517
"1414",21700184,"GSW","PHI",75,54.55,5,249,41061
"1415",21700185,"DEN","ORL",58.33,66.67,0,232,5904
"1416",21700186,"MIN","PHX",63.64,30.77,2,228,13776
"1417",21700187,"BKN","UTA",41.67,41.67,0,220,9169
"1418",21700188,"BOS","TOR",84.62,63.64,3,189,41253
"1420",21700190,"HOU","IND",76.92,46.15,2,213,19643
"1421",21700191,"DAL","OKC",15.38,41.67,2,211,23013
"1422",21700192,"SAC","WAS",25,58.33,2,202,15234
"1423",21700193,"CLE","NYK",46.15,58.33,3,205,50834
"1424",21700194,"MIL","MEM",50,58.33,1,213,18201
"1425",21700195,"ATL","NOP",15.38,53.85,2,211,13281
"1428",21700198,"DEN","POR",61.54,50,1,181,8357
"1432",21700202,"HOU","TOR",78.57,58.33,3,242,24940
"1433",21700203,"DAL","SAS",14.29,61.54,1,188,16121
"1434",21700204,"ATL","SAC",14.29,23.08,0,206,7723
"1435",21700205,"MIA","WAS",46.15,61.54,3,195,12376
"1436",21700206,"NYK","UTA",53.85,42.86,1,207,20514
"1437",21700207,"CLE","CHA",50,41.67,3,222,29744
"1440",21700210,"MIN","SAS",61.54,64.29,3,184,12543
"1442",21700212,"CHI","OKC",18.18,46.15,2,171,11621
"1443",21700213,"ORL","POR",57.14,53.85,1,193,9719
"1444",21700214,"LAL","PHI",42.86,53.85,1,224,39009
"1445",21700215,"BOS","GSW",86.67,78.57,6,180,76848
"1446",21700216,"HOU","PHX",73.33,33.33,1,258,22041
"1447",21700217,"IND","DET",46.67,71.43,2,207,15546
"1448",21700218,"MIA","WAS",42.86,64.29,3,179,16478
"1449",21700219,"BKN","UTA",35.71,40,0,225,6653
"1451",21700221,"NYK","TOR",57.14,64.29,3,191,11916
"1454",21700224,"DAL","MIN",13.33,64.29,2,198,10003
"1455",21700225,"POR","SAC",57.14,21.43,1,168,9234
"1456",21700226,"NOP","DEN",53.33,57.14,2,260,11777
"1457",21700227,"LAL","PHX",40,31.25,0,235,20594
"1458",21700228,"LAC","CHA",35.71,35.71,1,189,15805
"1459",21700229,"ORL","UTA",53.33,37.5,0,210,9595
"1461",21700231,"GSW","PHI",73.33,57.14,5,240,54197
"1462",21700232,"HOU","MEM",75,50,1,188,17269
"1464",21700234,"POR","SAC",53.33,26.67,1,192,8363
"1465",21700235,"MIA","IND",46.67,50,2,215,12464
"1466",21700236,"GSW","BKN",75,40,3,229,32308
"1467",21700237,"TOR","WAS",66.67,60,4,191,22746
"1468",21700238,"MIN","DET",66.67,66.67,3,197,20919
"1469",21700239,"CHI","PHX",23.08,35.29,0,218,10380
"1470",21700240,"DEN","LAL",60,37.5,0,236,21419
"1471",21700241,"MIN","CHA",62.5,40,3,220,13326
"1472",21700242,"CLE","DET",56.25,68.75,3,204,27857
"1473",21700243,"ORL","IND",50,52.94,1,202,6683
"1474",21700244,"PHI","UTA",53.33,41.18,1,193,17194
"1475",21700245,"LAC","NYK",33.33,53.33,1,192,14341
"1476",21700246,"POR","MEM",56.25,46.67,1,192,5531
"1477",21700247,"MIL","WAS",53.33,56.25,3,187,10649
"1478",21700248,"NOP","OKC",50,46.67,4,221,25494
"1479",21700249,"BOS","DAL",88.24,17.65,2,212,31913
"1480",21700250,"ATL","SAS",18.75,62.5,1,181,6697
"1481",21700251,"DEN","SAC",56.25,25,0,212,6307
"1482",21700252,"CHI","LAL",21.43,41.18,0,197,30429
"1483",21700253,"WAS","CHA",58.82,43.75,3,253,16110
"1484",21700254,"CLE","BKN",58.82,37.5,2,228,31351
"1485",21700255,"PHI","POR",56.25,58.82,2,182,19537
"1486",21700256,"ATL","LAC",17.65,31.25,0,219,4710
"1489",21700259,"DEN","HOU",58.82,76.47,1,220,7250
"1491",21700261,"MIN","ORL",58.82,47.06,2,242,5382
"1492",21700262,"NOP","SAS",52.94,64.71,3,197,6991
"1493",21700263,"GSW","OKC",76.47,43.75,6,199,50627
"1494",21700264,"MIL","PHX",50,38.89,1,220,12829
"1495",21700265,"CHI","UTA",20,38.89,0,190,4824
"1497",21700267,"BKN","POR",35.29,55.56,1,252,12702
"1498",21700268,"ATL","NYK",16.67,58.82,1,220,16922
"1499",21700269,"BOS","ORL",84.21,44.44,2,221,24154
"1500",21700270,"CLE","CHA",61.11,47.06,3,199,36241
"1501",21700271,"IND","TOR",55.56,64.71,3,211,11977
"1502",21700272,"MIA","MIN",47.06,61.11,3,206,8133
"1503",21700273,"OKC","DET",47.06,64.71,3,197,21152
"1504",21700274,"DEN","MEM",55.56,41.18,0,196,6568
"1505",21700275,"NOP","PHX",55.56,36.84,2,206,6047
"1506",21700276,"CHI","GSW",18.75,72.22,2,237,24464
"1507",21700277,"SAS","CHA",61.11,44.44,2,192,14626
"1508",21700278,"ORL","PHI",42.11,58.82,1,241,20171
"1509",21700279,"POR","WAS",57.89,55.56,2,213,11778
"1510",21700280,"ATL","TOR",21.05,61.11,2,190,6492
"1511",21700281,"BOS","IND",85,57.89,2,206,21985
"1512",21700282,"HOU","NYK",77.78,55.56,2,219,17963
"1513",21700283,"DAL","OKC",21.05,44.44,2,178,15841
"1514",21700284,"NOP","GSW",57.89,73.68,5,205,34714
"1515",21700285,"MIL","UTA",52.94,42.11,1,229,10187
"1516",21700286,"LAC","SAC",35.29,27.78,0,192,9711
"1517",21700287,"CHI","MIA",17.65,50,1,193,14348
"1519",21700289,"BKN","MEM",33.33,38.89,0,186,12392
"1520",21700290,"ORL","IND",40,55,1,230,8687
"1521",21700291,"CLE","PHI",63.16,61.11,3,204,41067
"1522",21700292,"BOS","DET",85.71,66.67,3,226,29520
"1523",21700293,"NYK","POR",52.63,60,2,194,10552
"1524",21700294,"HOU","BKN",78.95,36.84,1,220,11386
"1526",21700296,"GSW","SAC",75,26.32,2,216,27174
"1527",21700297,"LAC","LAL",38.89,42.11,0,235,24798
"1528",21700298,"CLE","MIA",65,52.63,3,205,31545
"1529",21700299,"CHI","PHX",16.67,33.33,0,203,9264
"1530",21700300,"MIN","WAS",60,52.63,3,181,18525
"1531",21700301,"DEN","UTA",57.89,45,0,183,8901
"1532",21700302,"MIL","SAC",50,30,1,199,10366
"1533",21700303,"PHX","DET",36.36,68.42,1,238,6618
"1534",21700304,"ORL","OKC",38.1,42.11,2,229,21797
"1535",21700305,"PHI","WAS",57.89,55,2,231,23808
"1536",21700306,"MIA","NYK",50,50,2,201,9692
"1537",21700307,"TOR","CHA",63.16,42.11,2,239,6113
"1538",21700308,"HOU","IND",80,57.14,2,215,12330
"1539",21700309,"NOP","MIN",55,57.14,4,222,9308
"1540",21700310,"DAL","BKN",23.81,35,0,213,7684
"1541",21700311,"SAS","MEM",65,36.84,1,199,10860
"1542",21700312,"GSW","LAL",71.43,40,4,250,44210
"1544",21700314,"BOS","PHI",81.82,60,2,205,35019
"1546",21700316,"MIL","POR",52.63,61.9,2,194,13037
"1547",21700317,"LAC","UTA",42.11,47.62,0,233,9993
"1548",21700318,"GSW","ORL",72.73,40.91,4,245,33898
"1549",21700319,"IND","TOR",54.55,65,3,235,12217
"1552",21700322,"CHI","SAC",15,28.57,0,213,6644
"1553",21700323,"SAS","MEM",66.67,35,1,174,9731
"1554",21700324,"MIN","OKC",59.09,40,4,218,29209
"1555",21700325,"NOP","UTA",52.38,50,2,222,15092
"1556",21700326,"BOS","PHX",82.61,34.78,2,227,18962
"1561",21700331,"MIL","SAC",55,31.82,1,213,12782
"1562",21700332,"DEN","LAL",57.14,38.1,0,215,22263
"1563",21700333,"NOP","POR",50,59.09,3,239,10373
"1565",21700335,"GSW","MIA",73.91,50,5,218,27090
"1566",21700336,"LAC","MIN",38.1,56.52,2,218,12297
"1567",21700337,"SAS","OKC",68.18,42.86,3,177,30260
"1568",21700338,"HOU","LAL",80.95,36.36,1,213,23808
"1569",21700339,"ORL","CHA",41.67,38.1,1,198,9005
"1570",21700340,"NYK","IND",50,52.17,1,212,7429
"1571",21700341,"PHI","PHX",59.09,33.33,1,216,17670
"1572",21700342,"ATL","BKN",22.73,36.36,0,200,3085
"1574",21700344,"CLE","CHI",69.57,14.29,2,204,18323
"1576",21700346,"NOP","GSW",52.17,75,6,240,31318
"1577",21700347,"DAL","DEN",26.09,59.09,0,227,3664
"1578",21700348,"SAS","DET",65.22,63.64,2,189,13584
"1579",21700349,"UTA","WAS",52.17,54.55,1,185,6413
"1580",21700350,"PHX","TOR",36,66.67,2,239,14754
"1581",21700351,"OKC","UTA",45.45,54.17,2,194,28928
"1582",21700352,"POR","WAS",56.52,52.17,2,198,11609
"1583",21700353,"CLE","SAC",70.83,30.43,2,196,32134
"1585",21700355,"ATL","ORL",21.74,40,0,216,9726
"1586",21700356,"BOS","DAL",84,29.17,2,187,20782
"1587",21700357,"NYK","MEM",47.83,34.78,1,187,7992
"1588",21700358,"GSW","CHA",76,40.91,3,188,18577
"1589",21700359,"MIL","DET",54.55,60.87,2,204,13444
"1590",21700360,"NOP","DEN",50,56.52,2,237,5115
"1591",21700361,"MIA","SAS",47.83,66.67,2,222,10894
"1592",21700362,"LAC","MIN",36.36,56,2,220,11886
"1593",21700363,"LAL","PHI",34.78,56.52,1,211,40089
"1594",21700364,"PHX","WAS",34.62,54.17,1,208,9230
"1595",21700365,"BKN","OKC",39.13,47.83,1,195,20225
"1596",21700366,"HOU","UTA",81.82,52,1,213,14980
"1597",21700367,"CHI","CHA",13.04,39.13,1,230,14264
"1598",21700368,"GSW","DET",76.92,58.33,4,200,32129
"1599",21700369,"CLE","IND",72,56,3,208,37701
"1605",21700375,"LAC","WAS",34.78,56,1,225,17561
"1606",21700376,"MIA","BKN",45.83,41.67,1,190,14493
"1607",21700377,"LAL","CHA",37.5,37.5,1,209,24197
"1608",21700378,"ATL","ORL",20.83,40.74,0,227,7313
"1609",21700379,"CLE","PHI",69.23,54.17,2,203,46007
"1610",21700380,"CHI","NYK",16.67,50,1,206,10876
"1611",21700381,"MIL","UTA",58.33,50,1,217,9309
"1612",21700382,"OKC","MEM",45.83,32,1,203,22774
"1613",21700383,"PHX","SAS",33.33,69.23,1,205,11654
"1616",21700386,"BOS","DET",81.48,56,3,172,27462
"1617",21700387,"DEN","IND",56,57.69,1,242,14745
"1619",21700389,"NOP","PHI",50,52,3,255,22547
"1620",21700390,"ATL","NYK",24,48,1,218,13145
"1621",21700391,"BOS","CHI",82.14,20,1,193,19858
"1622",21700392,"NOP","HOU",51.85,83.33,3,253,25560
"1623",21700393,"MIA","MEM",48,30.77,1,189,5456
"1625",21700395,"GSW","POR",77.78,52,3,215,25391
"1626",21700396,"LAC","TOR",37.5,70.83,2,187,12867
"1628",21700398,"DEN","DET",53.85,53.85,1,187,5654
"1629",21700399,"LAL","NYK",40,50,1,222,30999
"1630",21700400,"BKN","WAS",40,53.85,2,201,12977
"1631",21700401,"MIN","PHI",59.26,50,3,230,23999
"1632",21700402,"DAL","SAS",25.93,70.37,1,184,21804
"1633",21700403,"PHX","SAC",32.14,30.77,0,191,4387
"1634",21700404,"IND","OKC",59.26,46.15,3,195,31410
"1635",21700405,"LAC","ORL",40,39.29,0,201,6085
"1636",21700406,"MEM","WAS",29.63,51.85,2,180,4116
"1637",21700407,"BOS","DEN",79.31,55.56,1,242,18222
"1638",21700408,"MIA","POR",50,50,2,197,7213
"1639",21700409,"CHI","UTA",23.08,48.15,0,203,9192
"1640",21700410,"NOP","MIL",50,60,3,223,14096
"1641",21700411,"PHX","TOR",31.03,68,2,224,7121
"1642",21700412,"HOU","CHA",84,38.46,2,204,15130
"1643",21700413,"ATL","DET",22.22,51.85,1,196,7876
"1644",21700414,"BKN","NYK",42.31,51.85,1,215,16083
"1646",21700416,"MIN","SAC",57.14,33.33,2,215,6413
"1647",21700417,"DAL","GSW",28.57,78.57,2,209,24217
"1649",21700419,"IND","DET",57.14,53.57,2,202,8380
"1650",21700420,"ORL","POR",37.93,51.85,1,183,4517
"1652",21700422,"LAC","WAS",42.31,53.57,2,191,5529
"1653",21700423,"BOS","UTA",80,46.43,2,202,18910
"1654",21700424,"BKN","TOR",40.74,69.23,2,207,4998
"1655",21700425,"ATL","MEM",21.43,28.57,0,190,3623
"1656",21700426,"CHI","MIL",25.93,57.69,1,224,9870
"1657",21700427,"NOP","DEN",51.72,53.57,2,228,10343
"1658",21700428,"HOU","SAS",84.62,67.86,2,233,25007
"1659",21700429,"POR","CHA",53.57,35.71,2,184,13957
"1661",21700431,"NYK","OKC",53.57,50,2,207,31726
"1662",21700432,"LAC","MIA",40.74,50,1,175,7683
"1664",21700434,"MIN","PHX",58.62,30,2,214,9036
"1665",21700435,"DAL","SAS",27.59,65.52,1,194,13692
"1667",21700437,"SAC","TOR",32.14,70.37,2,201,13286
"1668",21700438,"ORL","DET",36.67,55.17,1,224,9989
"1669",21700439,"BKN","IND",39.29,55.17,1,206,8046
"1670",21700440,"CLE","WAS",73.33,55.17,4,205,30860
"1672",21700442,"BOS","IND",78.12,56.67,3,223,29396
"1673",21700443,"ATL","MIA",20.69,51.72,1,214,7185
"1674",21700444,"CHI","PHI",28.57,50,0,232,18218
"1675",21700445,"HOU","UTA",85.71,46.67,1,219,13732
"1676",21700446,"MIN","POR",56.67,55.17,3,215,9448
"1677",21700447,"DEN","OKC",55.17,48.28,2,189,15495
"1678",21700448,"DAL","PHX",26.67,32.26,0,188,4798
"1679",21700449,"LAC","SAS",39.29,66.67,1,200,10581
"1680",21700450,"GSW","LAL",79.31,37.04,2,230,49988
